,player_id,age,player_height,player_weight,college,country,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
361,362,29.0,187.96,92.98636,Nevada-Las Vegas,USA,3,2.0,0.3,1.0,17.1,0.0,0.067,0.145,0.5429999999999999,0.188
362,363,25.0,200.66,107.047712,California,USA,79,15.4,6.1,1.8,-8.2,0.077,0.14,0.223,0.5479999999999999,0.099
363,364,19.0,210.82,129.27372,None,USA,72,6.7,3.8,0.3,-11.1,0.113,0.162,0.207,0.54,0.039
364,365,23.0,213.36,100.243832,None,South Sudan,58,4.6,2.8,0.7,-7.6,0.071,0.154,0.16,0.5870000000000001,0.08800000000000001
365,366,32.0,198.12,99.79024,None,USA,53,6.4,1.8,0.7,-1.7,0.014,0.09,0.173,0.504,0.061
366,367,26.0,215.9,113.398,Maryland,Ukraine,77,11.1,5.5,1.1,-4.4,0.09,0.159,0.214,0.575,0.086
367,368,29.0,205.74,122.46984,Maryland,Nigeria,42,5.5,4.3,0.3,-5.5,0.114,0.179,0.165,0.516,0.023
368,369,25.0,205.74,108.86208,Xavier,USA,74,17.1,7.4,1.2,-4.3,0.077,0.18600000000000005,0.229,0.5539999999999999,0.07
369,370,23.0,200.66,111.13004,Arizona,USA,66,6.9,3.3,1.3,-7.9,0.025,0.142,0.18600000000000005,0.485,0.118
370,371,23.0,198.12,103.418976,Duke,USA,64,16.8,5.0,1.9,-6.7,0.043,0.13699999999999998,0.244,0.564,0.112
371,372,31.0,210.82,108.86208,Duke,USA,12,1.0,0.8,0.1,-12.6,0.08,0.13,0.12,0.475,0.03
372,373,27.0,205.74,112.490816,Purdue,USA,76,11.9,4.6,0.8,-4.5,0.094,0.112,0.207,0.555,0.052000000000000005
373,374,33.0,190.5,92.98636,Detroit Mercy,USA,52,5.9,1.5,1.3,-4.7,0.017,0.075,0.177,0.477,0.121
374,375,37.0,198.12,99.79024,North Carolina,USA,81,11.9,3.5,2.6,3.0,0.038,0.125,0.229,0.539,0.17
375,376,24.0,198.12,96.161504,Notre Dame,USA,25,9.0,2.4,0.7,2.3,0.032,0.12,0.246,0.517,0.07
376,377,25.0,198.12,84.821704,None,Russia,63,4.0,1.3,1.1,-3.6,0.033,0.099,0.213,0.452,0.162
377,378,31.0,208.28,101.604608,Providence,USA,7,1.1,0.7,0.1,-10.7,0.033,0.125,0.204,0.28800000000000003,0.045
378,379,34.0,190.5,90.7184,None,Brazil,23,2.7,1.0,2.3,-12.3,0.009000000000000001,0.116,0.171,0.417,0.311
379,380,31.0,228.6,124.7378,Brigham Young,USA,81,6.7,5.9,0.7,10.0,0.098,0.204,0.138,0.601,0.047
380,381,25.0,195.58,90.7184,UCLA,USA,1,0.0,0.0,0.0,66.7,0.0,0.0,0.192,0.0,0.0
381,382,22.0,198.12,95.25431999999999,Kentucky,USA,5,0.2,0.6,0.6,-18.6,0.0,0.2,0.142,0.102,0.375
382,383,31.0,213.36,115.66596,Stanford,USA,24,0.7,0.6,0.2,-11.0,0.052000000000000005,0.083,0.111,0.335,0.053
383,384,23.0,208.28,120.655472,None,Croatia,22,4.4,3.0,0.3,1.3,0.084,0.211,0.168,0.597,0.038
384,385,31.0,182.88,83.007336,Texas,USA,81,11.7,2.5,5.3,3.2,0.018000000000000002,0.071,0.16899999999999998,0.616,0.258
385,386,20.0,213.36,136.0776,None,Senegal,18,1.4,0.9,0.3,-1.4,0.057,0.118,0.182,0.401,0.069
386,387,33.0,190.5,81.64656,Centenary (LA),USA,34,5.9,2.6,1.1,-6.4,0.043,0.122,0.157,0.511,0.1
387,388,28.0,203.2,102.0582,DePaul,USA,78,13.9,6.1,1.7,-5.1,0.041,0.174,0.201,0.523,0.086
388,389,26.0,218.44,127.00576,Kansas,USA,48,5.7,7.3,0.5,12.6,0.105,0.198,0.11,0.523,0.027000000000000003
389,390,29.0,187.96,88.45044,Florida State,USA,12,4.3,1.8,2.0,5.0,0.015,0.13,0.187,0.45,0.214
390,391,23.0,210.82,106.59412,Connecticut,USA,65,2.7,2.5,0.4,-1.3,0.103,0.177,0.152,0.498,0.048
391,392,31.0,205.74,108.86208,Michigan,USA,37,3.4,3.9,0.3,-0.6,0.09,0.259,0.181,0.394,0.043
392,393,26.0,198.12,95.25431999999999,North Carolina,USA,80,10.5,3.1,1.8,7.8,0.02,0.103,0.168,0.6,0.095
393,394,25.0,210.82,112.490816,Arizona,USA,78,6.8,4.5,0.7,0.5,0.094,0.221,0.196,0.529,0.073
394,395,23.0,190.5,87.996848,Syracuse,Canada,54,4.1,1.8,1.9,-1.7,0.026,0.101,0.16899999999999998,0.473,0.234
395,396,36.0,208.28,106.59412,Wyoming,USA,46,1.9,2.8,0.2,-1.0,0.097,0.171,0.075,0.56,0.024
396,397,25.0,205.74,95.25431999999999,None,USA,64,7.1,6.4,1.2,0.7,0.115,0.189,0.14300000000000002,0.6,0.085
397,398,31.0,205.74,120.655472,Duke,USA,79,16.2,9.8,2.3,-2.7,0.077,0.273,0.258,0.51,0.132
398,399,29.0,182.88,79.3786,Northeastern,Puerto Rico,74,11.3,2.8,4.0,-2.0,0.021,0.119,0.25,0.51,0.301
399,400,22.0,208.28,104.32616,Tennessee,USA,39,4.1,1.4,0.2,-3.8,0.054000000000000006,0.087,0.199,0.474,0.036000000000000004
400,401,26.0,210.82,122.46984,None,USA,38,4.8,4.9,1.2,-4.9,0.081,0.203,0.14800000000000002,0.4970000000000001,0.099
401,402,30.0,190.5,86.18248,None,Slovenia,72,14.1,3.8,5.8,4.1,0.026,0.101,0.215,0.537,0.276
402,403,26.0,205.74,98.883056,North Carolina,USA,10,1.2,0.2,0.0,13.5,0.063,0.059,0.318,0.5,0.0
403,404,31.0,195.58,92.98636,Connecticut,USA,55,26.4,4.5,4.1,-1.9,0.03,0.103,0.293,0.564,0.183
404,405,25.0,190.5,86.18248,Lehigh,USA,80,23.0,3.6,3.6,1.2,0.024,0.09,0.274,0.585,0.175
405,406,29.0,208.28,104.32616,Tennessee,USA,10,2.5,1.0,0.0,-2.6,0.108,0.13,0.281,0.539,0.0
406,407,25.0,190.5,81.64656,Saint Joseph's,USA,64,11.7,3.2,3.5,15.3,0.018000000000000002,0.09,0.168,0.5589999999999999,0.162
407,408,34.0,195.58,95.25431999999999,American International,USA,73,8.4,2.1,3.0,-0.6,0.024,0.069,0.145,0.575,0.173
408,409,23.0,205.74,99.79024,Utah,USA,70,18.7,5.5,2.5,-1.3,0.025,0.127,0.233,0.546,0.113
409,410,26.0,200.66,97.52228,Nevada-Las Vegas,USA,79,19.0,9.3,2.7,-2.9,0.07400000000000001,0.189,0.227,0.513,0.116
410,411,29.0,195.58,97.975872,Illinois,USA,82,21.8,6.1,4.0,-3.6,0.058,0.114,0.255,0.53,0.182
411,412,24.0,198.12,95.25431999999999,Georgia,USA,82,8.3,2.8,1.1,3.7,0.073,0.108,0.198,0.586,0.099
412,413,30.0,203.2,97.52228,North Carolina State,USA,77,5.0,2.4,0.7,2.8,0.058,0.119,0.177,0.472,0.077
413,414,21.0,203.2,108.86208,None,USA,79,31.4,7.0,6.6,4.2,0.026,0.171,0.336,0.568,0.315
414,415,31.0,198.12,99.79024,Michigan State,USA,78,7.2,2.2,1.0,0.2,0.027000000000000003,0.08900000000000001,0.16,0.525,0.07400000000000001
415,416,32.0,198.12,97.52228,Nebraska,USA,62,9.7,2.5,1.1,0.2,0.038,0.091,0.184,0.601,0.087
416,417,23.0,200.66,83.91452,UNLV,USA,29,2.6,1.7,1.0,-6.4,0.017,0.105,0.093,0.532,0.099
417,418,25.0,205.74,104.32616,UCLA,USA,43,8.0,5.8,3.0,-2.1,0.038,0.161,0.127,0.569,0.155
418,419,32.0,195.58,99.79024,Marquette,USA,69,12.2,2.5,2.3,-2.0,0.015,0.063,0.175,0.546,0.113
419,420,25.0,198.12,92.98636,Louisville,USA,12,1.1,0.0,0.3,-19.7,0.0,0.0,0.141,0.472,0.111
420,421,37.0,208.28,108.86208,Connecticut,USA,82,11.8,3.9,3.3,-2.0,0.021,0.106,0.194,0.473,0.16
421,422,33.0,213.36,115.66596,Temple,USA,31,2.5,2.7,0.2,-8.7,0.07200000000000001,0.199,0.154,0.396,0.023
422,423,22.0,203.2,95.25431999999999,Duke,USA,57,23.5,7.1,3.0,11.0,0.027000000000000003,0.16899999999999998,0.279,0.564,0.138
423,424,29.0,195.58,90.7184,Florida State,USA,78,10.0,3.3,3.5,-4.8,0.053,0.106,0.209,0.53,0.263
424,425,33.0,208.28,117.93392,Syracuse,USA,13,2.5,1.8,0.2,-19.4,0.076,0.262,0.177,0.58,0.05
425,426,36.0,195.58,97.975872,Illinois,USA,56,9.6,3.4,1.6,-9.8,0.046,0.1,0.219,0.443,0.122
426,427,27.0,228.6,119.294696,Brigham Young,USA,49,8.6,8.0,0.8,5.4,0.114,0.226,0.16399999999999998,0.527,0.051
427,428,26.0,200.66,102.965384,Arkansas,USA,81,6.2,3.2,1.7,9.8,0.036000000000000004,0.128,0.14,0.518,0.126
428,429,26.0,213.36,120.20188,Ohio State,USA,81,5.2,5.3,0.5,4.3,0.097,0.246,0.158,0.53,0.044
429,430,33.0,213.36,120.20188,Creighton,USA,14,4.5,3.8,0.2,2.5,0.106,0.246,0.147,0.581,0.024
430,431,31.0,175.26,83.91452,Washington,USA,40,12.2,1.7,3.7,-10.4,0.011,0.063,0.236,0.531,0.224
431,432,24.0,210.82,108.86208,Stanford,Canada,69,5.8,4.0,0.6,-1.0,0.091,0.214,0.182,0.557,0.077
432,433,25.0,187.96,86.18248,Utah Valley,USA,61,3.7,0.8,1.3,13.8,0.016,0.079,0.194,0.516,0.202
433,434,25.0,210.82,118.841104,Utah,USA,42,4.6,4.0,0.6,-8.7,0.08,0.208,0.158,0.468,0.056
434,435,35.0,203.2,102.0582,Duke,USA,70,13.1,5.0,2.9,8.5,0.041,0.131,0.18,0.5760000000000001,0.13
435,436,27.0,200.66,92.98636,Texas Tech,USA,23,6.2,3.7,1.7,-4.8,0.066,0.131,0.177,0.453,0.129
436,437,23.0,200.66,97.52228,Nevada-Las Vegas,USA,79,17.3,10.7,2.0,4.8,0.086,0.254,0.222,0.532,0.102
437,438,28.0,185.42,92.98636,Kentucky,USA,74,17.7,3.8,5.0,2.7,0.023,0.1,0.254,0.5820000000000001,0.246
438,439,29.0,185.42,83.91452,Minnesota,USA,81,11.1,3.1,2.0,8.6,0.05,0.105,0.232,0.537,0.157
439,440,22.0,205.74,113.398,Kentucky,USA,74,13.2,8.6,3.6,-10.2,0.07400000000000001,0.254,0.215,0.5429999999999999,0.195
440,441,26.0,190.5,86.18248,Marquette,USA,6,8.7,2.0,2.3,-13.6,0.018000000000000002,0.092,0.21,0.586,0.206
441,442,31.0,180.34,77.11064,Hofstra,USA,2,2.5,0.0,1.5,-14.1,0.0,0.0,0.267,0.317,0.375
442,443,23.0,205.74,113.398,St. Bonaventure,Canada,75,7.8,3.4,0.6,-6.9,0.063,0.172,0.221,0.557,0.062
443,444,20.0,210.82,112.490816,None,USA,56,3.7,3.4,0.7,-6.6,0.122,0.197,0.172,0.471,0.094
444,445,33.0,193.04,99.79024,Marquette,USA,60,7.6,2.5,1.5,13.0,0.013,0.07400000000000001,0.124,0.552,0.075
445,446,29.0,195.58,94.347136,Virginia,USA,45,5.6,1.9,1.4,1.7,0.036000000000000004,0.097,0.162,0.568,0.138
446,447,21.0,203.2,113.398,Duke,USA,76,14.1,5.2,1.7,-3.4,0.059,0.127,0.208,0.535,0.086
447,448,28.0,215.9,117.93392,Saint Vincent,Puerto Rico,54,4.0,2.4,0.4,2.9,0.056,0.156,0.153,0.536,0.052000000000000005
448,449,23.0,208.28,114.305184,Connecticut,USA,26,13.2,10.0,1.2,-4.0,0.118,0.228,0.21600000000000005,0.464,0.06
449,450,28.0,198.12,86.18248,Memphis,USA,43,11.5,4.6,2.9,0.6,0.026,0.13699999999999998,0.195,0.501,0.146
450,451,21.0,205.74,115.212368,None,USA,78,7.5,4.9,1.7,0.5,0.07400000000000001,0.151,0.187,0.479,0.116
451,452,25.0,175.26,83.91452,Washington,USA,72,20.3,2.9,6.3,0.2,0.021,0.07400000000000001,0.258,0.574,0.317
452,453,31.0,208.28,127.00576,Trinity Valley Community College,USA,68,6.5,3.8,1.0,-1.5,0.071,0.221,0.243,0.469,0.106
453,454,22.0,190.5,86.18248,None,France,53,4.1,1.7,2.1,-3.4,0.022,0.101,0.149,0.511,0.227
454,455,24.0,205.74,87.996848,Western Kentucky,USA,29,2.1,1.7,0.4,-9.7,0.102,0.156,0.112,0.632,0.099
455,456,25.0,210.82,108.86208,Texas,USA,81,21.8,8.8,2.1,4.1,0.103,0.171,0.258,0.5489999999999999,0.099
456,457,28.0,198.12,83.91452,Washington,USA,82,7.7,2.7,1.2,-1.7,0.018000000000000002,0.13,0.16899999999999998,0.5489999999999999,0.095
457,458,26.0,203.2,98.883056,Georgia,USA,76,7.6,5.2,0.9,-1.0,0.067,0.179,0.141,0.556,0.057
458,459,31.0,205.74,97.52228,Kentucky,USA,78,14.1,4.2,2.8,-3.8,0.036000000000000004,0.126,0.211,0.511,0.142
459,460,25.0,210.82,126.552168,Connecticut,USA,79,17.3,15.6,1.4,3.3,0.151,0.311,0.226,0.555,0.068
460,461,27.0,210.82,111.13004,Kansas,USA,69,9.3,4.8,0.8,7.7,0.085,0.142,0.168,0.578,0.05
461,462,29.0,203.2,102.0582,Duke,USA,14,16.8,8.9,4.6,1.3,0.057,0.21,0.225,0.51,0.206
462,463,24.0,205.74,115.66596,Baylor,USA,33,5.4,6.1,0.3,-6.9,0.093,0.2,0.115,0.55,0.024
463,464,31.0,210.82,108.86208,Indiana,USA,38,1.2,1.6,0.4,2.8,0.09,0.125,0.108,0.343,0.058
464,465,23.0,198.12,109.76926399999999,Arizona,USA,20,1.2,1.1,0.4,-4.9,0.028,0.162,0.177,0.342,0.129
465,466,19.0,210.82,109.76926399999999,Michigan State,USA,58,13.8,4.7,1.1,-2.3,0.049,0.132,0.231,0.591,0.07400000000000001
466,467,24.0,198.12,86.18248,Syracuse,USA,54,11.5,5.1,5.2,-3.3,0.033,0.154,0.21,0.498,0.264
467,468,23.0,205.74,104.32616,North Carolina-Charlotte,USA,72,9.0,3.0,1.7,-11.3,0.03,0.127,0.24,0.469,0.156
468,469,22.0,208.28,106.59412,Arizona,USA,47,5.2,3.7,0.4,-2.8,0.126,0.195,0.181,0.528,0.052000000000000005
469,470,27.0,203.2,107.501304,Virginia,USA,75,6.2,2.7,1.0,5.1,0.052000000000000005,0.14400000000000002,0.17600000000000002,0.575,0.106
470,471,29.0,193.04,90.7184,North Carolina,USA,62,10.5,2.1,1.1,2.7,0.013,0.087,0.179,0.565,0.07
471,472,23.0,210.82,99.79024,North Carolina,USA,70,11.1,7.1,1.6,-11.5,0.105,0.208,0.204,0.5429999999999999,0.111
472,473,27.0,185.42,92.98636,North Carolina,USA,75,15.5,3.6,8.3,2.9,0.02,0.091,0.215,0.524,0.34700000000000003
473,474,29.0,200.66,120.20188,Southern Mississippi,USA,78,7.2,5.8,1.2,3.3,0.1,0.223,0.177,0.5660000000000001,0.1
474,475,29.0,198.12,95.25431999999999,Georgetown,USA,75,5.0,1.8,0.9,1.7,0.03,0.104,0.16699999999999998,0.52,0.09
475,476,34.0,198.12,92.98636,None,Argentina,34,12.9,3.4,4.4,16.1,0.029,0.138,0.225,0.6679999999999999,0.27
476,477,25.0,213.36,112.037224,None,France,77,3.5,2.8,0.6,-6.4,0.083,0.208,0.187,0.452,0.08800000000000001
477,478,22.0,213.36,136.0776,None,Senegal,56,2.3,3.6,0.6,-4.3,0.108,0.192,0.118,0.404,0.078
478,479,23.0,200.66,122.46984,Pittsburgh,USA,64,9.5,5.5,1.2,2.1,0.129,0.16399999999999998,0.214,0.5489999999999999,0.091
479,480,24.0,198.12,96.615096,California,USA,10,3.4,1.1,0.2,21.8,0.045,0.14800000000000002,0.213,0.672,0.043
480,481,24.0,213.36,112.037224,None,France,36,3.4,3.6,0.4,0.5,0.085,0.246,0.139,0.5529999999999999,0.045
481,482,31.0,193.04,90.7184,North Carolina State,USA,54,9.5,2.8,3.4,4.0,0.009000000000000001,0.09,0.158,0.493,0.172
482,483,28.0,195.58,95.25431999999999,Southern California,USA,41,7.8,2.6,2.9,-1.2,0.013,0.094,0.16899999999999998,0.474,0.156
483,484,24.0,205.74,104.32616,North Carolina State,USA,8,0.6,0.6,0.0,-40.1,0.095,0.2,0.145,0.434,0.0
484,485,35.0,203.2,99.79024,Duke,USA,73,4.1,1.9,0.9,8.5,0.03,0.087,0.099,0.523,0.057
485,486,29.0,205.74,108.86208,Kentucky,USA,66,4.2,2.8,0.8,11.2,0.059,0.161,0.139,0.5489999999999999,0.096
486,487,25.0,200.66,88.45044,Delta State,USA,12,3.1,1.2,0.3,-16.4,0.009000000000000001,0.146,0.261,0.358,0.067
487,488,22.0,198.12,99.79024,Kansas State,USA,35,9.4,2.5,1.1,0.5,0.022,0.11,0.165,0.649,0.079
488,489,21.0,205.74,106.59412,Tennessee,USA,61,14.6,7.0,1.3,-6.5,0.052000000000000005,0.209,0.222,0.542,0.077
489,490,21.0,208.28,113.398,None,Serbia,80,10.0,7.0,2.4,1.2,0.113,0.248,0.198,0.5820000000000001,0.17600000000000002
490,491,27.0,193.04,92.98636,Bowling Green,USA,82,9.2,2.1,2.8,7.0,0.013,0.078,0.166,0.534,0.17600000000000002
491,492,26.0,185.42,75.749864,Oregon,USA,71,11.0,2.3,5.2,-3.9,0.016,0.078,0.198,0.509,0.276
492,493,23.0,195.58,90.7184,Western Kentucky,USA,41,4.6,1.7,1.6,-11.4,0.039,0.08800000000000001,0.155,0.486,0.156
493,494,32.0,198.12,92.98636,Pepperdine,USA,81,12.0,4.6,4.2,8.2,0.029,0.114,0.157,0.578,0.16899999999999998
494,495,28.0,205.74,102.0582,Nevada-Las Vegas,USA,46,4.3,4.0,0.4,-5.5,0.121,0.162,0.155,0.452,0.039
495,496,28.0,200.66,103.418976,Nevada-Las Vegas,USA,81,21.8,11.8,1.8,7.1,0.086,0.238,0.222,0.591,0.068
496,497,28.0,200.66,107.047712,California,USA,78,12.8,4.4,1.6,-4.9,0.054000000000000006,0.124,0.233,0.49,0.099
497,498,23.0,208.28,103.418976,Wisconsin,USA,46,4.7,2.6,0.5,0.2,0.087,0.162,0.174,0.536,0.07200000000000001
498,499,24.0,213.36,108.86208,DePaul,USA,69,6.1,3.9,0.2,-1.7,0.099,0.14,0.146,0.598,0.021
499,500,31.0,203.2,113.398,Tennessee State,USA,81,12.8,10.2,4.2,2.5,0.07,0.247,0.162,0.552,0.174
